pgpid,Nahray b. Nissim,Halfon b. Menashshe,Moses Maimonides,Efrayim b. Shemarya,Shelomo b. Yehuda,Shelomo b. Eliyahhu,Hillel b. Eli,Moshe b. Levi,Mevorakh b. Natan,Daniel b. Azarya
2171,False,False,False,False,False,False,False,False,False,False
2172,False,False,False,True,False,False,False,False,False,False
2173,False,False,False,False,False,False,False,False,False,False
2175,False,False,False,False,False,False,False,False,False,False
2176,False,False,False,False,False,False,False,False,False,False
2177,False,False,False,False,False,False,False,False,False,False
2179,False,False,False,False,False,False,False,False,False,False
2181,False,False,False,False,False,False,False,False,False,False
2186,False,False,False,False,False,False,False,False,False,False
2189,False,False,False,False,False,False,False,False,False,False
2191,False,False,False,False,False,False,False,False,False,False
2192,False,False,False,False,False,False,False,False,False,False
2199,False,False,False,False,False,False,False,False,False,False
2206,False,False,False,False,False,False,False,False,False,False
2207,False,False,False,False,False,False,False,False,False,False
2210,False,False,False,False,False,False,False,False,False,False
2212,False,False,False,False,False,False,False,False,False,False
2214,False,False,False,False,False,False,False,False,False,False
2215,False,False,False,False,False,False,False,False,False,False
2216,False,False,False,False,False,False,False,False,False,False
2222,False,False,False,False,False,False,False,False,False,False
2227,False,False,False,False,False,False,False,False,False,False
2231,False,False,False,False,False,False,False,False,False,False
2236,False,False,False,False,False,False,False,False,False,False
2237,False,False,False,False,False,False,False,False,False,False
2239,False,False,False,False,False,False,False,False,False,False
2246,False,False,False,False,False,False,False,False,False,False
2249,False,False,False,False,False,False,False,False,False,False
2277,False,False,False,False,False,False,False,False,False,False
2291,False,False,False,False,False,False,False,False,False,False
2386,False,False,False,False,False,False,False,False,False,False
2387,False,False,False,False,False,False,False,False,False,False
2388,False,False,False,False,False,False,False,False,False,False
2390,False,False,False,False,False,False,False,False,True,False
2391,False,False,False,False,False,False,False,False,True,False
2392,False,False,False,False,False,False,False,False,False,False
2393,False,False,False,False,False,False,False,False,True,False
2394,False,False,False,False,False,False,False,False,False,False
2395,False,False,False,False,False,False,False,False,False,False
2397,False,False,False,False,False,False,False,False,False,False
2399,False,False,False,False,False,False,False,False,False,False
2400,False,False,False,False,False,False,False,False,False,False
2401,False,False,False,False,False,False,False,False,False,False
2402,False,False,False,False,False,False,False,False,False,False
2404,False,False,False,False,False,False,False,False,False,False
2405,False,False,False,True,False,False,False,False,False,False
2411,False,False,False,False,False,False,False,False,False,False
2415,False,False,False,False,False,False,False,False,False,False
2417,False,False,False,False,False,False,False,False,False,False
2418,False,False,False,False,False,False,False,False,False,False
2420,False,False,False,False,False,False,True,False,False,False
2426,False,False,False,False,False,False,False,False,False,False
2427,False,False,False,False,False,False,False,False,False,False
2429,False,False,False,False,False,False,False,False,False,False
2432,False,False,False,False,False,False,False,False,False,False
2436,False,False,False,False,False,False,False,False,False,False
2437,False,False,False,True,False,False,False,False,False,False
2440,False,False,False,False,False,False,False,False,False,False
2450,False,False,False,False,False,False,False,False,False,False
2451,False,False,False,False,False,False,False,False,False,False
2460,False,False,False,False,False,False,False,False,False,False
2472,False,False,False,False,False,False,False,False,False,False
2473,False,False,False,False,False,False,False,False,False,False
2474,False,False,False,False,False,False,False,False,False,False
2481,False,False,False,False,False,False,False,False,False,False
2482,False,False,False,False,False,False,False,False,False,False
2486,False,False,False,False,False,False,False,False,False,False
2487,False,False,False,False,False,False,False,False,False,False
2501,False,False,False,False,False,False,False,False,False,False
2502,False,False,False,False,False,False,False,False,False,False
2509,False,False,False,False,False,False,False,False,False,False
2511,False,False,False,False,False,False,False,False,False,False
2512,False,False,False,False,False,False,False,False,False,False
2513,False,False,False,False,False,False,False,False,False,False
2516,False,False,False,False,False,False,False,False,False,False
2520,False,False,False,False,False,False,False,False,False,False
2521,False,False,False,False,False,False,False,False,False,False
2523,False,False,False,False,False,False,False,False,False,False
2530,False,False,False,False,False,False,False,False,False,False
2533,False,False,False,False,False,False,False,False,False,False
2534,False,False,False,False,False,False,False,False,False,False
2543,False,False,False,False,False,False,False,False,True,False
2544,False,False,False,False,False,False,False,False,False,False
2550,False,False,False,False,False,False,False,False,False,False
2551,False,False,False,False,False,False,False,False,False,False
2555,False,False,False,False,False,False,False,False,False,False
2556,False,False,False,False,False,False,False,False,False,False
2559,False,False,False,False,False,False,False,False,False,False
2562,False,False,False,False,False,False,False,False,False,False
2577,False,False,False,False,False,False,False,False,False,False
2579,False,False,False,False,False,False,False,False,False,False
2580,False,False,False,False,False,False,False,False,False,False
2581,False,False,False,False,False,False,False,False,False,False
2583,False,False,False,False,False,False,False,False,False,False
2584,False,False,False,False,False,False,False,False,False,False
2592,False,False,False,False,False,False,False,False,False,False
2601,False,False,False,False,False,False,False,False,False,False
2616,False,False,False,False,False,False,False,False,False,False
2617,False,False,False,False,False,False,False,False,False,False
2634,False,False,False,False,False,False,False,False,False,False
2649,False,False,False,False,False,False,False,False,False,False
2651,False,False,False,False,False,False,False,False,False,False
2653,False,False,False,False,False,False,False,False,False,False
2655,False,False,False,False,False,False,False,False,False,False
2658,False,False,False,False,False,False,False,False,False,False
2659,False,False,False,True,False,False,False,False,False,False
2660,False,False,False,False,False,False,False,False,False,False
2661,False,False,False,False,False,False,False,False,False,False
2663,False,False,False,False,False,False,False,False,False,False
2664,False,False,False,False,False,False,False,False,False,False
2665,False,False,False,False,False,False,False,False,False,False
2677,True,False,False,False,False,False,False,False,False,False
2683,False,False,False,False,False,False,False,False,False,False
2684,False,False,False,False,False,False,False,False,False,False
2686,False,False,False,False,False,False,False,False,False,False
2695,False,False,False,False,False,False,False,False,False,False
2699,False,False,False,False,False,False,False,False,False,False
2714,False,False,False,False,False,False,False,False,False,False
2716,False,False,False,False,False,False,False,False,False,False
2717,False,False,False,False,False,False,False,False,False,False
2718,False,False,False,False,False,False,False,False,False,False
2719,False,False,False,False,False,False,False,False,False,False
2720,False,False,False,False,False,False,False,False,False,False
2721,False,False,False,False,False,False,False,False,False,False
2725,False,False,False,False,False,False,False,False,False,False
2726,False,False,False,False,False,False,False,False,False,False
2728,False,False,False,False,False,False,False,False,False,False
2729,False,False,False,False,True,False,False,False,False,False
2732,False,False,False,False,False,False,False,False,False,False
2733,False,False,False,False,False,False,False,False,False,False
2734,False,False,False,False,False,False,False,False,False,False
2735,False,False,False,False,False,False,False,False,False,False
2737,True,False,False,False,False,False,False,False,False,False
2739,False,False,False,False,False,False,False,False,False,False
2742,False,False,False,True,False,False,False,False,False,False
2743,False,False,False,False,False,False,False,False,False,False
2744,False,False,False,False,False,False,False,False,False,False
2745,False,False,False,False,False,False,False,False,False,False
2747,False,False,False,False,False,False,False,False,False,False
2748,False,False,False,False,False,False,False,False,False,False
2749,False,False,False,False,False,False,False,False,False,False
2750,False,False,False,False,False,False,False,False,False,False
2751,False,False,False,False,False,False,False,False,False,False
2752,False,False,False,False,False,False,False,False,False,False
2754,False,False,False,False,False,False,False,False,False,False
2756,False,False,False,True,False,False,False,False,False,False
2769,False,False,False,False,False,False,False,False,False,False
2778,False,False,False,False,False,False,False,False,False,False
2800,False,False,False,False,False,False,False,False,False,False
2849,False,False,False,False,False,False,False,False,False,False
2917,False,False,False,True,False,False,False,False,False,False
2954,False,False,False,False,False,False,False,False,False,False
2955,False,False,False,False,False,False,False,False,False,False
2956,False,True,False,False,False,False,False,False,False,False
2958,False,False,False,False,False,False,False,False,False,False
2959,False,False,False,False,False,False,False,False,False,False
2960,False,False,False,False,False,False,False,False,False,False
2962,False,False,False,False,False,False,False,False,False,False
2963,False,False,False,False,False,False,False,False,False,False
2970,False,False,False,False,False,False,False,False,False,False
2980,False,False,False,False,False,False,False,False,False,False
2981,False,False,False,False,False,False,False,False,False,False
2982,False,False,False,False,False,False,False,False,False,False
2985,False,False,False,False,False,False,False,False,False,False
2986,False,False,False,False,False,False,False,False,False,False
2987,False,False,False,False,False,False,False,False,False,False
2988,False,False,False,False,False,False,True,False,False,False
2989,False,False,False,False,False,False,False,False,False,False
2990,False,False,False,False,False,False,False,False,False,False
2992,False,False,False,False,False,False,False,False,False,False
2993,False,False,False,False,False,False,False,False,False,False
2994,False,False,False,False,False,False,False,False,False,False
2995,False,False,False,False,False,False,False,False,False,False
2996,False,False,False,False,False,False,False,False,False,False
3015,False,False,False,False,False,False,False,False,False,False
3016,False,False,False,False,False,False,False,False,False,False
3019,False,False,False,True,False,False,False,False,False,False
3020,False,False,False,False,False,False,False,False,False,False
3023,False,False,False,False,False,False,False,False,False,False
3024,False,False,False,False,False,False,False,False,False,False
3025,False,False,False,False,False,False,False,False,False,False
3026,False,False,False,False,False,False,False,False,False,False
3027,False,False,False,False,False,False,False,False,False,False
3028,False,False,False,False,False,False,False,False,False,False
3031,False,False,False,False,False,False,True,False,False,False
3033,False,False,False,False,False,False,False,False,False,False
3035,False,False,False,False,False,False,False,False,False,False
3038,False,False,False,False,False,False,False,False,False,False
3042,False,False,False,False,False,False,False,False,True,False
3045,False,False,False,True,False,False,False,False,False,False
3047,False,False,False,False,False,False,False,False,False,False
3053,False,False,False,False,False,False,False,False,False,False
3058,False,False,False,False,False,False,False,False,False,False
3059,False,False,False,False,False,False,False,False,False,False
3060,False,False,False,False,False,False,False,False,False,False
3069,False,False,False,False,False,False,False,False,False,False
3070,False,False,False,False,False,False,False,False,False,False
3071,False,False,False,False,False,False,False,False,False,False
3073,False,False,False,False,False,False,False,False,False,False
3086,False,False,False,False,False,False,False,False,False,False
3090,False,False,False,False,False,False,False,False,False,False
3091,False,False,False,False,False,False,False,False,False,False
3096,False,False,False,False,False,False,False,False,False,False
3102,False,False,False,False,False,False,False,False,False,False
3103,False,False,False,False,False,False,False,False,False,False
3106,False,False,False,False,False,False,False,False,False,False
3115,False,False,False,False,False,False,False,False,False,False
3150,False,False,False,False,False,False,False,False,False,False
3152,False,False,False,False,False,False,False,False,False,False
3166,False,False,False,False,False,False,False,False,False,False
3168,False,False,False,False,False,False,False,False,False,False
3169,False,False,False,False,False,False,False,False,False,False
3170,False,False,False,False,False,False,False,False,False,False
3172,False,False,False,False,False,False,False,False,False,False
3173,False,False,False,False,False,False,False,False,False,False
3178,False,False,False,False,False,False,False,False,False,False
3179,False,False,False,False,False,False,False,False,False,False
3184,False,False,False,False,False,False,True,False,False,False
3188,False,False,False,False,False,False,False,False,False,False
3189,False,False,False,False,False,False,True,False,False,False
3190,False,False,False,False,False,False,False,False,False,False
3192,False,False,False,False,False,False,False,False,False,False
3200,False,False,False,False,False,False,False,False,False,False
3202,False,False,False,False,False,False,False,False,False,False
3204,False,False,False,False,False,False,False,False,False,False
3307,False,False,False,False,False,False,False,False,False,False
3314,False,False,False,False,False,False,False,False,False,False
3375,False,False,False,False,False,False,False,False,False,False
3413,False,False,False,False,False,False,False,False,False,False
3414,False,False,False,True,False,False,False,False,False,False
3415,False,False,False,False,False,False,False,False,False,False
3418,False,False,False,False,False,False,False,False,False,False
3421,False,False,False,False,False,False,False,False,False,False
3422,False,False,False,False,False,False,False,False,False,False
3423,False,False,False,False,False,False,False,False,False,False
3426,False,False,False,False,False,False,False,False,False,False
3428,False,False,False,False,False,False,False,False,False,False
3430,False,False,False,False,False,False,False,False,False,False
3431,False,False,False,False,False,False,False,False,False,False
3432,False,False,False,False,False,False,False,False,False,False
3433,False,False,False,False,False,False,False,False,False,False
3434,False,False,False,False,False,False,False,False,False,False
3437,False,False,False,False,False,False,False,False,False,False
3438,False,False,False,False,False,False,False,False,False,False
3439,False,False,False,False,False,False,False,False,True,False
3441,False,False,False,False,False,False,True,False,False,False
3443,False,False,False,False,False,False,False,False,False,False
3444,False,False,False,False,False,False,False,False,False,False
3445,False,False,False,False,False,False,False,False,False,False
3448,False,False,False,False,False,False,False,False,False,False
3449,False,False,False,False,False,False,False,False,False,False
3451,False,False,False,False,False,False,False,False,False,False
3453,False,False,False,False,False,False,False,False,False,False
3456,False,False,False,False,False,False,False,False,False,False
3463,False,False,False,False,False,False,False,False,False,False
3468,False,False,False,False,False,False,False,False,False,False
3498,False,False,False,False,False,False,False,False,False,False
3500,False,False,False,False,False,False,False,False,False,False
3503,False,False,False,False,False,False,True,False,False,False
3504,True,False,False,False,False,False,False,False,False,False
3506,False,False,False,False,False,False,False,False,False,False
3507,False,False,False,False,False,False,False,False,False,False
3509,False,False,False,False,False,False,False,False,False,False
3510,False,False,False,False,False,False,False,False,False,False
3511,False,False,False,False,False,False,False,False,False,False
3512,False,False,False,False,False,False,False,False,False,False
3514,False,False,False,False,False,False,False,False,False,False
3515,False,False,False,False,False,False,False,False,False,False
3516,False,False,False,False,False,False,False,False,False,False
3520,False,False,False,False,False,False,False,False,False,False
3525,False,False,False,False,False,False,False,False,False,False
3527,False,False,False,False,False,False,False,False,False,False
3528,False,False,False,False,False,False,False,False,False,False
3536,False,False,False,False,False,False,False,False,False,False
3538,False,False,False,False,False,False,False,False,False,False
3539,False,False,False,False,False,False,True,False,False,False
3540,False,False,False,True,True,False,False,False,False,False
3541,False,False,False,False,False,False,False,False,False,False
3552,False,False,False,False,False,False,False,False,False,False
3553,False,False,False,False,False,False,False,False,False,False
3555,False,False,False,False,False,False,False,False,False,False
3557,False,False,False,False,False,False,False,False,False,False
3558,False,False,False,False,False,False,False,False,False,False
3559,False,False,False,False,False,False,False,False,False,False
3560,False,False,False,False,False,False,False,False,False,False
3565,False,False,False,False,False,False,False,False,False,False
3569,False,False,False,False,False,False,False,False,False,False
3574,False,False,False,False,False,False,False,False,False,False
3584,False,False,False,False,False,False,False,False,False,False
3588,False,False,False,False,False,False,False,False,False,False
3590,False,False,False,False,False,False,False,False,False,False
3594,False,False,False,False,False,False,False,False,False,False
3603,False,False,False,False,False,False,False,False,False,False
3604,False,False,False,False,False,False,False,False,False,False
3607,False,False,False,False,False,False,False,False,False,False
3613,False,False,False,False,False,False,False,False,False,False
3651,False,False,False,False,False,False,False,False,False,False
3652,False,False,False,False,False,False,False,False,False,False
3653,False,False,False,False,False,False,False,False,False,False
3655,False,False,False,False,False,False,False,False,False,False
3658,False,False,False,False,False,False,False,False,False,False
3659,False,False,False,False,False,False,False,False,False,False
3660,False,False,False,False,False,False,False,False,False,False
3665,False,False,False,False,False,False,False,False,False,False
3745,False,False,False,False,False,False,False,False,False,False
3767,False,False,False,False,False,False,False,False,False,False
3773,False,False,False,False,False,False,False,False,False,False
3776,False,False,False,False,False,False,False,False,False,False
3788,False,False,False,False,False,False,False,False,False,False
3790,False,False,False,False,False,False,False,False,False,False
3791,False,False,False,False,False,False,False,False,False,False
3796,False,False,False,False,False,False,False,False,False,False
3797,False,False,False,False,False,False,False,False,False,False
3809,False,False,False,False,False,False,False,False,False,False
3845,False,False,False,False,False,False,False,False,False,False
3911,False,False,False,False,False,False,False,False,False,False
3916,False,False,False,False,False,False,False,False,False,False
3935,False,False,False,False,False,False,False,False,False,False
3939,False,False,False,False,False,False,False,False,False,False
3940,False,False,False,False,False,False,False,False,False,False
3944,False,False,False,False,False,False,False,False,False,False
3950,False,False,False,False,False,False,False,False,False,False
3953,False,False,False,False,False,False,False,False,False,False
3954,False,False,False,False,False,False,False,False,False,False
3958,False,False,False,False,False,False,False,False,False,False
3967,False,False,False,False,False,False,False,False,False,False
3968,False,False,False,False,False,False,False,False,False,False
3970,False,False,False,False,False,False,False,False,False,False
3971,False,False,False,False,False,False,False,False,False,False
3972,False,False,False,False,False,False,True,False,False,False
3973,False,False,False,False,False,False,False,False,False,False
3979,False,False,False,False,False,False,False,False,False,False
3981,False,False,True,False,False,False,False,False,False,False
3986,False,False,False,False,False,False,False,False,False,False
3987,False,False,False,False,False,False,False,False,False,False
4000,False,False,False,False,False,False,False,False,False,False
4008,False,False,False,False,False,False,False,False,False,False
4013,False,False,False,False,False,False,False,False,False,False
4020,False,False,False,False,False,False,False,False,False,False
4024,False,False,False,False,False,False,False,False,False,False
4026,False,False,False,False,False,False,False,False,False,False
4037,False,False,False,False,False,False,False,False,False,False
4038,False,False,False,False,False,False,False,False,False,False
4042,False,False,False,False,False,False,False,False,False,False
4044,False,False,False,False,False,False,False,False,False,False
4077,False,False,False,False,False,False,False,False,False,False
4079,False,False,False,False,False,False,False,False,False,False
4082,False,False,False,False,False,False,False,False,False,False
4084,False,False,False,False,False,False,False,False,False,False
4086,False,False,False,False,False,False,False,False,False,False
4091,False,False,False,False,False,False,False,False,False,False
4092,False,False,False,False,False,False,False,False,False,False
4094,False,False,False,False,False,False,False,False,False,False
4105,False,False,False,False,False,False,False,False,False,False
4106,False,False,False,False,False,False,False,False,False,False
4112,False,False,False,False,False,False,False,False,False,False
4113,False,False,False,False,False,False,False,False,False,False
4118,False,False,False,False,False,False,True,False,False,False
4119,False,False,False,False,False,False,False,False,False,False
4120,False,False,False,False,False,False,False,False,False,False
4127,False,False,False,False,False,False,False,False,True,False
4128,False,False,False,False,False,False,False,False,False,False
4134,False,False,False,False,False,False,False,False,False,False
4150,False,False,False,False,False,False,False,False,False,False
4153,False,False,False,False,False,False,False,False,False,False
4155,False,False,False,False,False,False,False,False,False,False
4156,False,False,False,False,False,False,False,False,False,False
4159,False,False,False,False,False,False,False,False,False,False
4170,False,False,False,False,False,False,False,False,False,False
4175,False,False,False,False,False,False,False,False,False,False
4182,False,False,False,False,False,False,False,False,False,False
4183,False,False,False,False,False,False,False,False,False,False
4196,False,False,False,False,False,False,False,False,False,False
4209,False,False,False,False,False,False,True,False,False,False
4210,False,False,False,False,False,False,False,False,False,False
4211,False,False,False,False,False,False,False,False,True,False
